PC1,PC2,Cluster
-0.2910844271084879,1.3082988071139015,0
-1.7744489125046052,0.9394839288683365,1
-0.12847632817357824,2.3524315252046337,0
0.17288374139591173,1.2443119138351275,0
-0.024824355139014275,1.5216672694564355,0
-0.19622085722407867,0.9190027254803707,0
-0.12297881760766663,1.3232031163469467,0
-1.0100218157585572,1.9834745568286365,0
0.08436262735293727,0.5436123397162287,0
0.08179139091767432,0.5217039700470686,0
-0.09298402930351389,1.9810430060492017,0
-1.8295051478535092,1.8973424220832167,1
-0.35674454946037965,2.2173840587496647,0
-3.0252367857532674,1.2708597236438992,1
-0.004130001645538548,2.3115681665111913,0
-0.10918855438685611,2.617417782812777,0
0.10137884102741322,1.473853596870633,0
-0.2783038370116543,1.4163422652276387,0
-1.5938719764522915,2.128345672216919,1
-1.5917238273880259,2.1158189812335606,1
-0.26565066090475464,0.6806273826412834,0
0.014234358422719138,2.4117333646750723,0
0.029074698940822846,2.526875247610301,0
-2.7233519072200627,-0.775142001737702,1
-0.07450097406785842,2.1401255016004543,0
-0.16533881342275367,0.37309377134464894,0
-0.10214065917048376,2.6751707031635794,0
-2.6998576756996204,0.2978217011662593,1
-0.29032864535546155,1.1741496518533443,0
0.07933761771745197,2.1437877062788764,0
-2.81346359540574,0.16555357998295303,1
-0.22163815901920092,2.124868192316646,0
-0.008640490287613654,2.472339542442434,0
-0.21855151534944864,0.8040311722452194,0
0.061747733547799735,2.3810589653371235,0
-0.11484890536411091,2.2771408724728954,0
0.1817463098435676,1.3149218063487722,0
-0.30408457211158096,1.8791725409262838,0
-0.24909715033955826,1.7921500104093386,0
-2.9755753844645807,1.1287720477296432,1
-3.124674723363117,1.6032473533719989,1
-0.4332577019576193,2.467568298237506,0
-0.40213343202034385,2.4366878394395153,0
0.16842059962188718,1.692503386360205,0
-0.3192624540725727,1.5502607962765953,0
-0.4091299014517689,2.419842039551705,0
-0.3177789189505758,1.6909978310530547,0
-0.05705939002281901,1.767482664063438,0
-1.5935056566903134,2.110864478132732,1
-2.950222219726189,1.1016684873564353,1
0.09854250624994979,1.1254883118473502,0
-2.9945694085163623,1.3102065760392965,1
-0.44122454232561925,2.3574682814571384,0
-1.0973359428876168,2.484262828075344,0
-0.09196909320173746,2.531286006001376,0
-1.8041053807178078,2.024405064101203,1
0.11124524331426194,1.604752253783369,0
0.07275990776080431,1.6043661110094896,0
-0.12106131153227301,2.473751645846297,0
0.037768058384308474,1.5859824236258149,0
-1.5632997774419122,2.02648139312562,1
-2.400425864138092,-0.5694354091802923,1
-0.02264067702193929,1.8064810785100012,0
-0.43432099861320306,2.2326022998502117,0
-0.42402104677932584,2.3740988909398286,0
-3.0208682752566145,1.8210413408222212,1
-2.8996639925828456,0.2374320242510428,1
-0.01184928935381096,2.4525831377009717,0
-2.9735455648840072,0.9219247116905841,1
-0.32521708520386616,1.3654052878581526,0
0.1961836781907912,1.1225133334098407,0
-0.07084177480587463,1.9693166560232789,0
-0.43152508692342123,2.46086977455561,0
-0.43503587489437456,2.4600584859920023,0
-0.2991632102037264,1.8894256560150862,0
-3.013700951245276,1.8202218856177284,1
-2.987297656255299,1.7680195232889926,1
-0.39681320301927364,2.2586793031249988,0
-0.6546735326486036,0.62961246343297,0
-0.4815148114105708,2.75286294579167,0
-2.8615991769535025,0.2184393415872297,1
-0.10080334976711591,2.141079745792012,0
0.0686075891481462,2.053417073958018,0
-2.9452277313790836,0.595998397341176,1
-2.8408394584007577,-0.7052222621231237,1
-2.8688099888121212,-0.19211372474242336,1
-2.864080927558424,0.18831106008309814,1
0.2453532012012715,2.4485407484236394,0
-0.23404531430058423,1.2098199517416501,0
0.14505999976640566,0.6058278414081714,0
-0.3904966716932892,2.2786706305549007,0
-1.8791514810769006,2.1047167436001835,1
-0.04971299959341184,2.477994981236558,0
-0.34522956978854447,1.9895606771793821,0
0.14407271036176608,0.7260965496675587,0
0.05608786216158973,1.9892601440552808,0
0.062342221045462255,0.5223806470308225,0
-0.02398557902257784,2.7680484079813708,0
-1.7681932233630806,0.7936685950339184,1
0.04207382200143541,1.6741191237850115,0
0.009226974649318142,0.16082953551207896,0
0.06468112218987292,0.4174855896937659,0
-0.061563193020562124,2.1529319016350295,0
-0.2454198069066131,1.1248176400118355,0
-2.857127855775711,1.8517520781042955,1
-0.24238691293833803,0.5993661661802098,0
-0.059144760634963205,2.0442882730182026,0
-2.9106624983344997,0.16487783437823797,1
-1.7501342663827144,1.3185088911777187,1
-3.165620221618708,1.7924074826853993,1
-2.9313524972828424,1.0298815938802068,1
-0.34785997226554144,1.7795398454819544,0
-0.03047014730656514,2.4382674953964747,0
-0.6701869648827776,2.3057189812378134,0
-0.47673073908865093,2.0536136920598547,0
-0.31602652973580425,2.359598764181658,0
-0.22355743902742026,0.5906087307832593,0
-1.032990127501028,2.49817880059016,0
-0.1349853161995747,2.6536392453915627,0
-0.35666229241121084,2.1990741849084614,0
-0.4284269940308538,2.380762039703975,0
0.021647482741513947,2.4728569555755326,0
0.07086086081894148,0.9612625753219363,0
-0.16032063074995057,2.376061198356321,0
0.00399076750127851,2.044229442942403,0
-0.08358648067547211,2.5817721925660155,0
-1.7756479694929515,1.7877187546557798,1
0.042578168641233656,2.2583344193207386,0
-1.8679950892182098,2.0467618975829827,1
0.08954980391198768,1.1463135181063593,0
-0.6807576874963107,2.220289953250883,0
-0.3726874108602026,2.275710255254485,0
-0.36859389811820514,2.2211615526724344,0
-3.0556532351085166,1.8309248803217832,1
-0.14171140882891115,2.4114923720763057,0
-0.016670645816300764,2.2695213271027073,0
-0.38998573740931086,2.3811584173554907,0
-0.3752799558256154,2.4096609083023792,0
-0.32739526944696173,1.7720058611315685,0
-0.17773172769335854,-0.08715751639333878,0
-2.9677938734496196,1.021650655479177,1
-0.12505317616454387,2.6528321188508217,0
-0.25463355839093177,1.0414169310989352,0
-2.871538779335015,-0.4368744749606396,1
0.05293317046056008,2.2033643643245493,0
0.013624447847343289,1.8847527594851825,0
0.27117523942237315,1.639798186286712,0
0.02576612199145538,0.13137156315458456,0
0.19895231138864153,1.3285523024007577,0
-0.12838596282616127,1.2653647232951575,0
-2.8498640902568044,0.9205684596705307,1
-0.11215096692337348,2.6378696832333173,0
0.15126178279944136,2.0215706993719103,0
-0.36152628615444393,2.0841001643124306,0
-0.2939033276785567,1.6325832504652416,0
