idx1,idx2,distance,sample_count
18390.0,19346.0,0.0,2.0
18383.0,19345.0,0.0,2.0
6408.0,7421.0,0.0,2.0
17948.0,18169.0,7.555934387713849e-05,2.0
18813.0,19000.0,7.731297209202307e-05,2.0
17944.0,19269.0,8.606553006448946e-05,2.0
18371.0,19192.0,0.0001229059529181934,2.0
18027.0,19268.0,0.00012460494679123518,2.0
4258.0,4313.0,0.00013556082692386842,2.0
19572.0,19931.0,0.00014821949239596528,2.0
17974.0,18354.0,0.00016082811544975453,2.0
19136.0,19567.0,0.00016520074308993643,2.0
17731.0,17854.0,0.0001696176587195302,2.0
18444.0,18530.0,0.00020100222581974621,2.0
18621.0,18784.0,0.0002130311219969438,2.0
3993.0,4010.0,0.0002305724495663966,2.0
10755.0,10929.0,0.00024123638393724536,2.0
18399.0,19273.0,0.00026608243794936796,2.0
18258.0,19220.0,0.00030468679794787225,2.0
19388.0,19600.0,0.0003308483966184942,2.0
17975.0,18014.0,0.00036847151493496385,2.0
19384.0,19386.0,0.00042059338965631473,2.0
8257.0,13154.0,0.00042209344673635956,2.0
6538.0,6585.0,0.00048633647017417685,2.0
18718.0,18732.0,0.0004919124184146604,2.0
9827.0,9829.0,0.0005172645622572245,2.0
19184.0,19203.0,0.0005430761320540538,2.0
18878.0,19022.0,0.0005868120307956866,2.0
18245.0,18248.0,0.0007070881464054923,2.0
18162.0,19161.0,0.0008490362367000617,2.0
6689.0,6861.0,0.0008626741085293164,2.0
14323.0,14685.0,0.0009197904980626375,2.0
18599.0,18815.0,0.0009351254578185952,2.0
19132.0,19166.0,0.0009667811871292198,2.0
18001.0,18891.0,0.00105658365706538,2.0
18296.0,19549.0,0.0010738079767035945,2.0
19179.0,19187.0,0.0012262610697695428,2.0
18892.0,19004.0,0.001236159701336725,2.0
18231.0,19555.0,0.0012886375699079468,2.0
19810.0,19834.0,0.001304108387780687,2.0
14102.0,14263.0,0.0013170209278856545,2.0
19535.0,19647.0,0.001338035978816278,2.0
18340.0,19590.0,0.0013525286218308784,2.0
19387.0,19638.0,0.0013801873961201976,2.0
18331.0,19661.0,0.0014213951376192393,2.0
18384.0,18388.0,0.0014388632177579777,2.0
19725.0,19975.0,0.001440336696311377,2.0
19615.0,19629.0,0.0014408489259547005,2.0
18522.0,18531.0,0.0014470492625257383,2.0
19093.0,19329.0,0.0014756143555461616,2.0
19078.0,19280.0,0.001509697589540031,2.0
18230.0,18282.0,0.0015316758113026433,2.0
18126.0,18246.0,0.001580769484746201,2.0
18586.0,18649.0,0.001584861621630597,2.0
19262.0,19424.0,0.0017067589201386173,2.0
7326.0,7656.0,0.0017365119951635618,2.0
19879.0,19922.0,0.0017756648819957166,2.0
19814.0,19822.0,0.0018205714155224598,2.0
18013.0,19148.0,0.0018208620905055869,2.0
18122.0,19176.0,0.0019087409132839063,2.0
18507.0,18685.0,0.0019867501678662324,2.0
3660.0,3830.0,0.002026362680534685,2.0
19825.0,19835.0,0.0020720731997780233,2.0
18089.0,18137.0,0.002088627305695658,2.0
19528.0,19870.0,0.0021172093031226477,2.0
13537.0,13572.0,0.002290020920730371,2.0
18539.0,18724.0,0.0023168617314479776,2.0
8448.0,13231.0,0.002356138887701327,2.0
19340.0,19360.0,0.002447987714255849,2.0
5200.0,7843.0,0.0024525267377735306,2.0
2315.0,2736.0,0.0024560894968828953,2.0
18205.0,19215.0,0.002468281477684627,2.0
18801.0,18997.0,0.0024980488782635046,2.0
19829.0,19844.0,0.002526090671205338,2.0
18896.0,19499.0,0.002553039994858995,2.0
18541.0,18676.0,0.002553626969710787,2.0
18647.0,18782.0,0.0025789167474637477,2.0
19766.0,19795.0,0.002602336848237801,2.0
4667.0,4893.0,0.002603700623659641,2.0
828.0,1211.0,0.0026725571454837256,2.0
18740.0,19467.0,0.002676072983206483,2.0
19714.0,19731.0,0.0027009734370954026,2.0
18510.0,18604.0,0.0027090432909011642,2.0
17491.0,17770.0,0.0027212625080020743,2.0
18182.0,18393.0,0.002759591891256965,2.0
17962.0,18323.0,0.0028710564000167596,2.0
18343.0,19155.0,0.0028875378752711576,2.0
16552.0,16646.0,0.0029253368759737416,2.0
18132.0,19668.0,0.002951655702087665,2.0
19712.0,19949.0,0.0029675157622240144,2.0
18706.0,18974.0,0.002994161208962792,2.0
18347.0,18661.0,0.0030756686438160336,2.0
17900.0,19332.0,0.0031028012748119146,2.0
19605.0,19653.0,0.0031061802533937513,2.0
16688.0,16726.0,0.003144293183494815,2.0
19579.0,20043.0,0.003165036164936965,3.0
18666.0,18705.0,0.0032371924681559583,2.0
10844.0,11425.0,0.0032509493299346694,2.0
18679.0,18937.0,0.0032791439474312593,2.0
19635.0,19898.0,0.003280268994150157,2.0
19096.0,19430.0,0.0032914460731561165,2.0
19291.0,19446.0,0.003295105955623576,2.0
17904.0,18036.0,0.003312587404430502,2.0
4501.0,6982.0,0.003345403301935664,2.0
18247.0,20035.0,0.0033612810183729245,3.0
19480.0,19503.0,0.003474151484315662,2.0
19799.0,19811.0,0.003476449926099424,2.0
18067.0,18312.0,0.0034783996092850474,2.0
18748.0,18999.0,0.0035379266476737244,2.0
17916.0,19358.0,0.003557284857683239,2.0
10448.0,10470.0,0.0035585697392163385,2.0
18226.0,19276.0,0.0036010037018343417,2.0
19775.0,19813.0,0.003608254407547739,2.0
19149.0,19313.0,0.003614499274712956,2.0
18708.0,19481.0,0.003642026642252948,2.0
18199.0,19588.0,0.003697380650420599,2.0
18451.0,18739.0,0.0037042294891484044,2.0
18220.0,19196.0,0.0037803216608903165,2.0
18099.0,18276.0,0.0037818717983871234,2.0
18540.0,18726.0,0.0037940989965546835,2.0
19266.0,19602.0,0.003805277897741393,2.0
18377.0,18409.0,0.0038458091418325773,2.0
12348.0,12970.0,0.0038804640043956055,2.0
18151.0,19541.0,0.003915377831613605,2.0
18749.0,19031.0,0.003919785232934714,2.0
18665.0,19794.0,0.003995168688659081,2.0
18504.0,18735.0,0.004026750783114779,2.0
18627.0,18793.0,0.00404646651501915,2.0
19265.0,19525.0,0.004057586737962355,2.0
17926.0,20005.0,0.004097344032149787,3.0
18294.0,19195.0,0.004119651376414767,2.0
1025.0,1179.0,0.004210443704167612,2.0
9191.0,10364.0,0.004222924058299996,2.0
19402.0,19486.0,0.004261017780622162,2.0
19850.0,20057.0,0.004293378439965044,3.0
18082.0,19529.0,0.004346786215290932,2.0
18017.0,19556.0,0.004385663606535587,2.0
5561.0,6102.0,0.004390257040596656,2.0
13636.0,16145.0,0.004408019197584107,2.0
20054.0,20111.0,0.004432566458936426,4.0
18091.0,18364.0,0.004439516245040682,2.0
18181.0,18232.0,0.004445185334643445,2.0
18965.0,18981.0,0.004451966685429751,2.0
19100.0,19506.0,0.004473890664593728,2.0
18583.0,18612.0,0.0045898164103090775,2.0
18796.0,19013.0,0.004623260009430331,2.0
18077.0,19363.0,0.004641640242144929,2.0
8589.0,8592.0,0.004699671601181301,2.0
18266.0,19531.0,0.004747974851277721,2.0
17935.0,17992.0,0.004871378580362174,2.0
18750.0,18989.0,0.0048889675709454135,2.0
19886.0,19893.0,0.004937001547464475,2.0
18681.0,18984.0,0.004946398663832909,2.0
18022.0,18190.0,0.0049494147352207,2.0
4614.0,4618.0,0.004954417220361762,2.0
19286.0,19659.0,0.004994874557465836,2.0
17958.0,17970.0,0.005007404967084886,2.0
5931.0,6044.0,0.005055619578883714,2.0
19011.0,19484.0,0.005060966238847349,2.0
18269.0,18841.0,0.00510012445598895,2.0
13080.0,13189.0,0.005124470928669125,2.0
10925.0,13165.0,0.005140096742442719,2.0
7791.0,8012.0,0.0051598527745883565,2.0
18198.0,18348.0,0.005175391907346998,2.0
7542.0,8006.0,0.005182739784635615,2.0
18024.0,19682.0,0.005201182274277665,2.0
18611.0,18690.0,0.005213130460263172,2.0
19060.0,19316.0,0.005233313064522103,2.0
17897.0,19655.0,0.005275693012557508,2.0
18114.0,19882.0,0.005306976985256599,2.0
18167.0,20004.0,0.005332687694529573,3.0
17949.0,19328.0,0.005364681017644202,2.0
18814.0,18918.0,0.005428873869235515,2.0
11043.0,11063.0,0.005436698600754097,2.0
18239.0,20029.0,0.005494972335118256,3.0
9572.0,12110.0,0.005501542182569339,2.0
18090.0,20071.0,0.005517636063329805,3.0
18297.0,19145.0,0.005526052608582882,2.0
19172.0,19407.0,0.005601275032558758,2.0
10405.0,12580.0,0.005612449200926062,2.0
18610.0,19055.0,0.005618091843889507,2.0
17098.0,20083.0,0.005642199992784343,3.0
13930.0,14837.0,0.005645658373629768,2.0
19094.0,19105.0,0.005670131522188919,2.0
17946.0,20038.0,0.00568808785285314,3.0
19207.0,19287.0,0.005692986000987821,2.0
19070.0,19623.0,0.0057053193757835895,2.0
10743.0,11834.0,0.005728104253666385,2.0
18464.0,18953.0,0.005744958231747918,2.0
3201.0,3667.0,0.0057617400133496794,2.0
13928.0,14340.0,0.005784019901252979,2.0
17991.0,18356.0,0.005784515162736394,2.0
19348.0,19663.0,0.005789957535876248,2.0
19476.0,19517.0,0.0058267608362348065,2.0
18249.0,19523.0,0.005871415643377063,2.0
19236.0,19333.0,0.005916425798109998,2.0
18349.0,18379.0,0.00593097865853425,2.0
18449.0,18819.0,0.005931700385432813,2.0
18095.0,20011.0,0.005931900593166262,3.0
18457.0,18941.0,0.005938704023806324,2.0
5149.0,5278.0,0.005955919329479486,2.0
18508.0,18686.0,0.005986694710582564,2.0
19143.0,19657.0,0.005997442986248139,2.0
19715.0,19953.0,0.006088660433318025,2.0
18897.0,19513.0,0.0061073117610748965,2.0
17951.0,17981.0,0.0061397364420137795,2.0
19827.0,19843.0,0.006217017046702181,2.0
18534.0,18729.0,0.006225328385907236,2.0
19238.0,19563.0,0.006282384718401647,2.0
19057.0,19320.0,0.0062827219897466004,2.0
15705.0,16561.0,0.006304680143741874,2.0
18743.0,19043.0,0.006318147948999026,2.0
18131.0,18357.0,0.006373506118148763,2.0
18423.0,19583.0,0.006401478825358596,2.0
18537.0,18957.0,0.006433238416575316,2.0
18511.0,18731.0,0.006455226191716017,2.0
19887.0,19933.0,0.006476436341450086,2.0
6992.0,7222.0,0.006478732005715485,2.0
3136.0,3681.0,0.006571944941197753,2.0
3479.0,7065.0,0.006615002587200963,2.0
19784.0,19943.0,0.0066512855184400945,2.0
18152.0,19252.0,0.006672125962580222,2.0
18608.0,19071.0,0.0067179741218071215,2.0
19235.0,19261.0,0.0067417529775838075,2.0
18129.0,18238.0,0.0068043942412925025,2.0
18337.0,19227.0,0.006836592781403172,2.0
18358.0,18367.0,0.006847286987527033,2.0
19174.0,19369.0,0.006854465201117941,2.0
6483.0,6646.0,0.006909883329035303,2.0
18762.0,19049.0,0.0069484330211064356,2.0
17890.0,18353.0,0.006964180384167038,2.0
19111.0,19385.0,0.006978782440435712,2.0
14901.0,15174.0,0.006987358525804097,2.0
6279.0,6520.0,0.006997578358152395,2.0
19188.0,19253.0,0.0070055877324987975,2.0
18134.0,19607.0,0.007031294554592214,2.0
18462.0,18942.0,0.007038124726173923,2.0
19630.0,19871.0,0.0070584591558892395,2.0
18145.0,18213.0,0.007058620008231931,2.0
18713.0,18955.0,0.007091347507337628,2.0
10965.0,11961.0,0.0071209064059970534,2.0
18228.0,19344.0,0.007127521802768644,2.0
13528.0,14656.0,0.007132441221543519,2.0
17895.0,17910.0,0.007217917185741693,2.0
15954.0,16328.0,0.007224598759130319,2.0
18066.0,19466.0,0.007225154469729399,2.0
19624.0,19997.0,0.0072369741412824625,2.0
18945.0,19204.0,0.007248249345484787,2.0
15458.0,16936.0,0.007267150306308046,2.0
18795.0,18800.0,0.007272959177467869,2.0
18117.0,18351.0,0.007285818936780289,2.0
18020.0,18374.0,0.007301489831230361,2.0
19644.0,20095.0,0.007435768520565071,4.0
18670.0,20075.0,0.007446888831035043,3.0
18653.0,18654.0,0.007464773333997767,2.0
17893.0,19509.0,0.007483400252056211,2.0
18672.0,18733.0,0.0075358243513363446,2.0
19434.0,20019.0,0.00759010964746494,3.0
18545.0,18940.0,0.007646848540105793,2.0
17917.0,18120.0,0.007787406590139172,2.0
17913.0,17934.0,0.007796045437826414,2.0
18148.0,19447.0,0.007824425696794129,2.0
19716.0,19765.0,0.007827070633662643,2.0
5560.0,7092.0,0.007856868129007322,2.0
19641.0,20224.0,0.007902408258887255,3.0
17988.0,19633.0,0.00792777574748475,2.0
18026.0,20156.0,0.007979391174989853,3.0
18738.0,20060.0,0.007982801758833105,3.0
19713.0,19960.0,0.008001970128054581,2.0
18035.0,19554.0,0.00802846179897909,2.0
18772.0,18994.0,0.008037044368579197,2.0
18281.0,19916.0,0.008057239050824614,2.0
5487.0,6224.0,0.008099916281268483,2.0
18613.0,18629.0,0.008108924411054047,2.0
19413.0,20202.0,0.008123384028470657,3.0
19662.0,20051.0,0.008168642513741792,3.0
19538.0,19677.0,0.008234244983208301,2.0
17923.0,18270.0,0.008382068889195649,2.0
