PCA1,PCA2,ClusterLabel
0.7193053268113625,0.33728721151573937,0.0
0.7092066388786418,0.38220099378799616,0.0
0.7354901475742782,0.3463697675821634,0.0
0.791325940992641,0.14717816961061067,0.0
0.7144776611700351,-0.01041540406842858,0.0
0.7357417454789367,0.31446170155088965,0.0
0.8422202666120788,-0.06329287408004582,0.0
0.7625625024667297,0.22885578944039958,0.0
0.8836375963206041,-0.1399498996959483,0.0
0.9243550043739299,-0.2592702120620695,0.0
0.6637455045830057,0.4404020576535578,0.0
0.6771410115759574,-0.6446591583900865,0.0
0.7766973612157643,0.21288510867748495,0.0
0.6836138930915929,-0.46607135886409923,0.0
0.5341725012609055,3.5719258620684218,0.0
0.7512881745268316,0.25950699181467385,0.0
0.7340269397276095,0.2929044453288437,0.0
0.8455833153295869,-0.01670888141766785,0.0
0.910572273543702,-0.7410783847351425,0.0
0.8234954381156939,0.03737062750658595,0.0
0.8156732258186148,0.04687025524990997,0.0
0.8201502568805769,0.051200965382552255,0.0
0.8218074114252293,0.05841242816259059,0.0
0.8027809315169938,0.07372974744376316,0.0
0.8008102109392669,0.10210203584288766,0.0
0.7816135152489426,0.12454217443055836,0.0
0.6472983210296729,0.6144727386819449,0.0
0.6487402722904455,-0.034326091399251246,0.0
0.6288524279625775,1.5605266750566977,0.0
0.6923388345624859,-0.15420951938249353,0.0
0.7474037222776412,-0.4089245168798226,0.0
0.6104078748177778,1.336332947464128,0.0
0.7993677732644844,-0.4065456073163367,0.0
0.5739286682334557,0.5076862573898793,0.0
0.7330051112374142,1.5857132245391325,0.0
0.5756218966497976,-0.02128087150852194,0.0
0.7267936762345105,0.3346662220262857,0.0
0.7879110854527195,0.15029988744777048,0.0
0.792140466179522,0.15440229744314232,0.0
0.6409320541868702,1.50491431671074,0.0
0.7344858729513064,-0.054444923489366075,0.0
0.8603780786037628,-0.8811716096252538,0.0
0.7710113308647449,0.21575003366410841,0.0
0.7487841204384141,0.22012410756524364,0.0
0.7726892508141705,0.2301439559050731,0.0
0.7614187974685381,0.9694897437925518,0.0
0.7230703201884436,0.29043195274631073,0.0
0.6613766025529846,1.6563729613439115,0.0
0.8074120549241999,0.752299654981816,0.0
0.804838450182135,0.7590133008260822,0.0
0.7023922910416944,-0.2184444936236603,0.0
0.799316218747466,0.7725420434343627,0.0
0.5693824510801331,1.7489910327321718,0.0
0.8706051468726334,-0.14864448906846475,0.0
0.8969162843546782,-0.13834963796129604,0.0
0.8840218936805072,-0.1363473433925116,0.0
0.882978420102437,-0.12580242853809676,0.0
0.8687011281608134,-0.12413892185775555,0.0
0.8763843535738596,-0.11954933990215236,0.0
0.8781465167365492,-0.11575104485439722,0.0
0.8754796548167344,-0.10894553180413209,0.0
